,Date,Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
10126,2012-01-04,CoffsHarbour,0.0,7.4,10.0,NE,56.0,NNW,NNE,24.0,39.0,56.0,57.0,1015.9,1011.6,1.0,1.0,24.9,26.5,No,No
10127,2012-01-05,CoffsHarbour,0.6,7.6,6.4,NNE,31.0,S,ENE,9.0,17.0,76.0,70.0,1016.1,1014.2,6.0,7.0,24.6,24.8,No,No
10128,2012-01-06,CoffsHarbour,0.0,5.0,10.6,SSW,56.0,N,S,7.0,30.0,60.0,67.0,1011.5,1012.4,1.0,6.0,25.3,25.9,No,No
10129,2012-01-07,CoffsHarbour,0.0,7.6,9.0,SW,28.0,SW,E,15.0,15.0,61.0,63.0,1015.6,1013.1,3.0,7.0,22.9,24.7,No,No
10130,2012-01-08,CoffsHarbour,0.0,5.8,12.8,NNE,61.0,N,NE,19.0,43.0,64.0,64.0,1010.8,1006.6,1.0,4.0,26.0,27.8,No,Yes
10131,2012-01-09,CoffsHarbour,2.0,7.2,6.1,SSW,41.0,SSW,SE,7.0,13.0,94.0,74.0,1004.9,1004.0,8.0,2.0,24.2,28.1,Yes,Yes
10132,2012-01-10,CoffsHarbour,2.6,4.2,9.6,NE,30.0,ESE,NE,7.0,22.0,60.0,56.0,1009.8,1007.0,5.0,5.0,26.5,26.9,Yes,No
10133,2012-01-11,CoffsHarbour,0.0,6.6,9.1,SSW,48.0,WNW,NE,11.0,17.0,63.0,34.0,1006.7,1001.6,5.0,5.0,24.5,29.5,No,No
10134,2012-01-12,CoffsHarbour,0.0,8.0,12.3,SSW,63.0,SSW,SSE,30.0,30.0,36.0,49.0,1013.5,1013.2,1.0,1.0,20.7,24.0,No,No
10135,2012-01-13,CoffsHarbour,0.4,8.8,9.8,E,31.0,WSW,E,15.0,20.0,53.0,56.0,1017.2,1014.4,6.0,7.0,21.4,24.3,No,No
10136,2012-01-14,CoffsHarbour,0.0,7.0,4.2,NE,41.0,NNW,NNE,22.0,26.0,52.0,68.0,1014.9,1014.0,5.0,7.0,24.6,23.2,No,No
10137,2012-01-15,CoffsHarbour,0.0,4.0,1.5,NNE,39.0,SSW,NNW,13.0,11.0,67.0,91.0,1016.7,1016.7,7.0,8.0,22.8,20.3,No,Yes
10138,2012-01-16,CoffsHarbour,11.6,2.0,8.4,ESE,48.0,ESE,SE,24.0,28.0,58.0,63.0,1020.4,1019.6,5.0,5.0,24.2,23.9,Yes,Yes
10139,2012-01-17,CoffsHarbour,10.4,6.0,1.4,ENE,50.0,SE,E,28.0,28.0,87.0,90.0,1020.3,1018.3,7.0,8.0,22.1,21.6,Yes,Yes
10140,2012-01-18,CoffsHarbour,62.4,4.9,9.0,SSW,33.0,SSW,S,20.0,22.0,88.0,77.0,1014.4,1012.9,6.0,1.0,22.1,25.6,Yes,No
10141,2012-01-19,CoffsHarbour,0.0,7.0,11.3,SSE,37.0,SW,SSE,20.0,26.0,72.0,72.0,1014.3,1014.4,3.0,4.0,25.7,27.2,No,No
10142,2012-01-20,CoffsHarbour,0.6,7.2,11.2,S,41.0,SW,SSE,26.0,20.0,75.0,66.0,1015.3,1013.9,7.0,2.0,23.5,26.6,No,No
10143,2012-01-21,CoffsHarbour,0.0,5.2,7.4,S,33.0,SW,SSE,20.0,17.0,72.0,65.0,1013.7,1012.9,7.0,7.0,23.9,25.9,No,No
10144,2012-01-22,CoffsHarbour,0.0,5.0,5.4,S,50.0,SW,S,28.0,31.0,66.0,72.0,1016.3,1015.8,7.0,7.0,23.0,25.5,No,Yes
10145,2012-01-23,CoffsHarbour,28.0,5.2,0.2,SE,52.0,SSE,SE,35.0,30.0,89.0,87.0,1017.8,1016.5,8.0,8.0,20.6,22.5,Yes,Yes
10146,2012-01-24,CoffsHarbour,12.0,3.0,0.1,ENE,43.0,S,NE,7.0,20.0,90.0,80.0,1014.8,1013.6,8.0,8.0,23.3,23.0,Yes,Yes
10147,2012-01-25,CoffsHarbour,31.6,2.8,0.1,E,57.0,ENE,NE,26.0,30.0,90.0,93.0,1011.9,1009.9,8.0,8.0,23.3,22.1,Yes,Yes
10149,2012-01-27,CoffsHarbour,112.0,3.6,0.0,ENE,37.0,E,ESE,22.0,13.0,90.0,79.0,1014.5,1013.5,8.0,8.0,22.1,25.0,Yes,Yes
10150,2012-01-28,CoffsHarbour,11.0,2.0,0.0,E,28.0,ESE,NE,17.0,13.0,90.0,76.0,1014.2,1012.0,8.0,8.0,21.5,24.0,Yes,Yes
10151,2012-01-29,CoffsHarbour,6.2,2.2,1.1,NE,43.0,W,N,4.0,19.0,96.0,74.0,1011.3,1009.2,7.0,7.0,21.4,25.2,Yes,Yes
10152,2012-01-30,CoffsHarbour,3.8,2.8,0.0,NNE,54.0,NNE,NNE,22.0,26.0,81.0,79.0,1008.5,1005.9,8.0,7.0,24.1,24.8,Yes,No
10153,2012-01-31,CoffsHarbour,0.2,2.0,5.5,NE,48.0,N,NE,24.0,26.0,73.0,73.0,1005.8,1003.6,3.0,6.0,26.6,26.9,No,Yes
10155,2012-02-02,CoffsHarbour,19.2,1.6,9.8,NE,35.0,WSW,NE,9.0,22.0,86.0,65.0,1007.5,1005.9,5.0,3.0,22.8,25.7,Yes,No
10156,2012-02-03,CoffsHarbour,0.8,5.2,3.0,E,20.0,SSE,SE,9.0,11.0,75.0,69.0,1005.8,1003.9,7.0,8.0,22.7,25.0,No,No
10157,2012-02-04,CoffsHarbour,0.0,2.0,10.7,ESE,20.0,SSW,E,7.0,13.0,72.0,69.0,1004.3,1002.2,1.0,4.0,23.6,25.6,No,No
10158,2012-02-05,CoffsHarbour,0.2,5.4,11.3,SSE,24.0,SW,ESE,13.0,15.0,71.0,67.0,1003.1,1000.9,1.0,1.0,24.1,26.2,No,No
10159,2012-02-06,CoffsHarbour,0.0,6.6,10.7,SSW,26.0,SE,ESE,7.0,13.0,73.0,66.0,1000.3,1000.0,0.0,1.0,24.9,27.2,No,Yes
10160,2012-02-07,CoffsHarbour,1.4,4.2,7.5,S,41.0,SW,SSW,11.0,19.0,77.0,75.0,1004.5,1005.6,5.0,4.0,25.6,26.8,Yes,Yes
10161,2012-02-08,CoffsHarbour,12.8,6.2,6.5,S,41.0,SW,S,20.0,24.0,88.0,75.0,1008.0,1007.3,7.0,7.0,21.1,25.1,Yes,Yes
10162,2012-02-09,CoffsHarbour,14.4,5.2,9.3,SSW,35.0,SW,SSE,22.0,22.0,75.0,65.0,1011.6,1010.9,2.0,6.0,23.1,24.7,Yes,No
10163,2012-02-10,CoffsHarbour,0.2,7.0,9.2,E,30.0,SW,ENE,4.0,20.0,69.0,63.0,1012.6,1010.7,2.0,5.0,23.1,24.2,No,Yes
10164,2012-02-11,CoffsHarbour,3.8,4.4,5.0,S,61.0,N,NE,15.0,33.0,95.0,70.0,1011.9,1007.0,7.0,3.0,20.4,26.9,Yes,Yes
10165,2012-02-12,CoffsHarbour,18.0,4.2,9.1,NNE,98.0,WSW,SE,15.0,19.0,71.0,78.0,1014.3,1012.8,4.0,5.0,24.3,25.4,Yes,Yes
10166,2012-02-13,CoffsHarbour,45.2,9.6,7.2,SSW,56.0,SW,SE,11.0,9.0,90.0,76.0,1016.5,1014.6,5.0,6.0,22.6,24.9,Yes,No
10167,2012-02-14,CoffsHarbour,0.2,5.6,11.9,SSW,35.0,SW,SSE,24.0,24.0,72.0,60.0,1019.5,1018.0,3.0,2.0,22.6,25.2,No,No
10168,2012-02-15,CoffsHarbour,0.4,5.6,10.2,S,30.0,SW,SSE,19.0,19.0,72.0,59.0,1019.7,1018.4,3.0,2.0,23.0,25.7,No,No
10169,2012-02-16,CoffsHarbour,0.0,6.0,11.4,SSE,26.0,WSW,ESE,15.0,15.0,68.0,53.0,1019.6,1018.5,2.0,2.0,23.0,24.9,No,No
10170,2012-02-17,CoffsHarbour,0.4,5.6,11.0,E,30.0,W,E,7.0,19.0,71.0,60.0,1018.4,1015.9,3.0,4.0,23.0,25.9,No,No
10171,2012-02-18,CoffsHarbour,0.0,5.0,10.3,E,30.0,WNW,E,6.0,17.0,68.0,57.0,1017.5,1015.3,1.0,1.0,23.8,26.6,No,No
10172,2012-02-19,CoffsHarbour,0.0,7.0,10.1,ESE,22.0,SW,ESE,7.0,15.0,77.0,71.0,1017.6,1015.0,7.0,2.0,22.3,25.9,No,No
10173,2012-02-20,CoffsHarbour,0.0,4.4,9.8,SSE,50.0,SW,NE,9.0,26.0,72.0,71.0,1011.6,1008.4,7.0,5.0,25.6,27.8,No,Yes
10174,2012-02-21,CoffsHarbour,40.4,9.4,6.0,S,50.0,NW,S,15.0,30.0,85.0,84.0,1006.9,1007.8,7.0,7.0,22.3,23.4,Yes,No
10175,2012-02-22,CoffsHarbour,0.4,5.0,6.5,SW,30.0,SW,ESE,13.0,11.0,68.0,66.0,1014.2,1013.6,6.0,7.0,22.6,25.0,No,No
10176,2012-02-23,CoffsHarbour,0.0,4.0,8.9,SW,26.0,WSW,SE,15.0,13.0,82.0,70.0,1019.5,1018.9,6.0,2.0,21.8,25.7,No,No
10177,2012-02-24,CoffsHarbour,0.0,5.0,9.4,SSE,30.0,WSW,SSE,15.0,22.0,77.0,63.0,1021.7,1022.2,4.0,2.0,23.0,26.0,No,No
10178,2012-02-25,CoffsHarbour,0.4,5.8,5.9,ESE,26.0,SW,E,13.0,17.0,74.0,63.0,1022.9,1021.7,6.0,7.0,23.9,26.1,No,No
10179,2012-02-26,CoffsHarbour,0.2,4.2,6.5,NNE,35.0,NW,NE,11.0,17.0,76.0,61.0,1022.3,1019.8,7.0,7.0,23.6,25.6,No,No
10180,2012-02-27,CoffsHarbour,0.0,5.7,4.9,NNE,43.0,NNE,NNE,17.0,31.0,72.0,68.0,1019.4,1017.3,7.0,8.0,25.1,27.1,No,No
10181,2012-02-28,CoffsHarbour,0.0,2.6,11.0,NNE,56.0,NNW,NNE,19.0,37.0,70.0,64.0,1016.6,1013.3,6.0,5.0,25.8,27.3,No,No
10182,2012-02-29,CoffsHarbour,0.0,6.2,10.6,NNE,33.0,SSE,NE,4.0,15.0,62.0,63.0,1012.6,1010.4,5.0,4.0,26.5,28.5,No,No
10183,2012-03-01,CoffsHarbour,0.0,4.6,9.5,NE,52.0,,NE,0.0,31.0,70.0,57.0,1009.7,1005.4,1.0,6.0,25.6,28.8,No,No
10184,2012-03-02,CoffsHarbour,0.0,7.2,4.5,S,48.0,SSW,S,26.0,33.0,83.0,77.0,1009.9,1011.0,3.0,7.0,22.3,23.6,No,Yes
10185,2012-03-03,CoffsHarbour,20.8,4.8,0.9,SE,39.0,SW,W,13.0,9.0,96.0,92.0,1019.0,1017.0,8.0,8.0,19.3,21.0,Yes,Yes
10186,2012-03-04,CoffsHarbour,4.4,0.2,2.8,N,35.0,N,NE,9.0,17.0,95.0,78.0,1016.6,1013.9,8.0,7.0,22.4,25.6,Yes,No
10187,2012-03-05,CoffsHarbour,0.4,2.2,6.6,SSE,50.0,NNW,NNE,17.0,31.0,71.0,75.0,1012.0,1009.9,6.0,6.0,26.2,27.2,No,Yes
10188,2012-03-06,CoffsHarbour,5.8,5.0,0.9,S,54.0,SW,SSW,26.0,26.0,84.0,69.0,1015.6,1013.9,8.0,8.0,19.8,23.0,Yes,Yes
10189,2012-03-07,CoffsHarbour,3.8,2.4,9.1,SSW,54.0,SW,S,28.0,31.0,70.0,63.0,1013.8,1011.4,5.0,5.0,20.9,22.7,Yes,No
10190,2012-03-08,CoffsHarbour,0.0,5.4,11.3,NE,50.0,N,NE,7.0,33.0,59.0,58.0,1010.8,1007.0,1.0,3.0,20.4,25.5,No,No
10191,2012-03-09,CoffsHarbour,0.0,4.8,11.7,SW,28.0,SW,E,11.0,17.0,67.0,46.0,1010.6,1008.2,0.0,1.0,21.3,26.0,No,No
10192,2012-03-10,CoffsHarbour,0.0,5.8,10.9,S,30.0,SW,SSE,13.0,20.0,61.0,57.0,1012.7,1012.6,1.0,1.0,22.1,26.4,No,Yes
10193,2012-03-11,CoffsHarbour,10.2,6.0,6.4,S,28.0,WSW,SE,11.0,15.0,92.0,60.0,1017.9,1016.6,6.0,5.0,20.6,25.0,Yes,No
10194,2012-03-12,CoffsHarbour,0.0,4.0,0.7,SSE,22.0,SW,WNW,13.0,9.0,81.0,86.0,1019.1,1019.8,6.0,8.0,20.8,21.6,No,Yes
10195,2012-03-13,CoffsHarbour,8.2,1.8,7.9,ENE,24.0,SW,E,9.0,17.0,79.0,55.0,1021.9,,5.0,7.0,21.3,25.7,Yes,Yes
10196,2012-03-14,CoffsHarbour,12.8,3.0,5.5,NNE,26.0,W,E,7.0,9.0,88.0,68.0,1020.9,1018.4,7.0,8.0,21.2,24.6,Yes,Yes
10197,2012-03-15,CoffsHarbour,1.6,3.2,0.4,N,28.0,,NW,0.0,11.0,90.0,95.0,1017.9,1015.7,7.0,8.0,21.9,20.8,Yes,Yes
10198,2012-03-16,CoffsHarbour,17.4,1.4,10.2,NE,33.0,NW,ENE,13.0,22.0,77.0,58.0,1015.2,1012.6,1.0,1.0,23.9,26.0,Yes,No
10199,2012-03-17,CoffsHarbour,0.0,5.2,1.5,SSW,44.0,NNW,S,11.0,17.0,76.0,72.0,1013.2,1012.4,7.0,8.0,23.8,25.4,No,No
10200,2012-03-18,CoffsHarbour,0.4,2.4,7.7,S,63.0,SW,SSW,35.0,39.0,68.0,49.0,1018.2,1017.3,6.0,3.0,21.0,24.6,No,Yes
10201,2012-03-19,CoffsHarbour,6.2,6.2,5.2,SSE,57.0,SW,SSE,30.0,35.0,71.0,88.0,1018.2,1016.2,3.0,6.0,21.0,22.4,Yes,Yes
10202,2012-03-20,CoffsHarbour,11.2,3.4,7.1,ESE,43.0,SE,E,20.0,20.0,75.0,71.0,1017.1,1014.3,7.0,5.0,23.5,24.8,Yes,Yes
10203,2012-03-21,CoffsHarbour,9.6,4.0,0.4,E,30.0,WNW,NE,9.0,9.0,92.0,75.0,1011.2,1007.6,8.0,7.0,20.7,23.2,Yes,Yes
10204,2012-03-22,CoffsHarbour,2.6,2.2,0.7,SW,26.0,NW,ESE,13.0,11.0,77.0,67.0,1007.4,1007.2,7.0,7.0,23.0,24.9,Yes,No
10205,2012-03-23,CoffsHarbour,0.6,1.6,9.1,NNE,30.0,NNW,NE,6.0,17.0,74.0,60.0,1004.7,1001.2,3.0,1.0,22.8,27.3,No,No
10206,2012-03-24,CoffsHarbour,0.0,6.0,9.8,S,35.0,SW,SE,19.0,20.0,54.0,43.0,1012.1,1012.1,1.0,1.0,19.3,22.6,No,No
10207,2012-03-25,CoffsHarbour,0.0,6.0,8.8,SE,28.0,SW,SE,15.0,13.0,63.0,57.0,1020.4,1019.9,5.0,4.0,20.6,23.2,No,Yes
10208,2012-03-26,CoffsHarbour,16.8,3.8,6.0,SSE,19.0,W,SE,11.0,9.0,96.0,55.0,1023.6,1021.5,8.0,4.0,17.8,23.5,Yes,No
10209,2012-03-27,CoffsHarbour,1.0,1.6,8.3,E,37.0,WSW,ESE,6.0,13.0,91.0,61.0,1023.3,1021.5,3.0,3.0,17.0,24.2,No,Yes
10210,2012-03-28,CoffsHarbour,3.4,5.2,3.0,SSE,35.0,SSW,SE,6.0,20.0,94.0,65.0,1023.5,1020.2,8.0,7.0,17.8,23.0,Yes,No
10211,2012-03-29,CoffsHarbour,0.4,1.8,9.6,SSE,20.0,WSW,ESE,9.0,15.0,81.0,59.0,1019.7,1016.8,1.0,1.0,19.8,24.0,No,No
10212,2012-03-30,CoffsHarbour,0.0,3.6,9.0,SW,33.0,WSW,SE,11.0,17.0,77.0,65.0,1017.7,1015.5,2.0,3.0,21.2,24.0,No,Yes
10213,2012-03-31,CoffsHarbour,4.4,4.4,10.7,SW,33.0,SW,SE,17.0,24.0,80.0,72.0,1017.5,1016.3,1.0,5.0,20.0,23.5,Yes,No
10214,2012-04-01,CoffsHarbour,0.0,4.8,11.0,S,39.0,SW,S,20.0,26.0,56.0,54.0,1017.4,1014.8,1.0,1.0,23.0,25.3,No,No
10215,2012-04-02,CoffsHarbour,0.0,6.0,10.3,SSE,56.0,WSW,S,19.0,19.0,51.0,65.0,1016.3,1013.9,2.0,1.0,23.9,23.3,No,No
10216,2012-04-03,CoffsHarbour,1.0,4.4,10.3,SSE,35.0,SW,SSE,20.0,24.0,62.0,62.0,1015.9,1014.1,1.0,5.0,23.6,25.1,No,No
10217,2012-04-04,CoffsHarbour,0.0,5.0,9.5,S,24.0,SW,SE,13.0,13.0,74.0,58.0,1017.7,1016.2,6.0,2.0,22.1,24.7,No,No
10218,2012-04-05,CoffsHarbour,0.0,3.2,9.5,S,28.0,SW,SE,17.0,17.0,66.0,56.0,1020.6,1018.4,2.0,2.0,23.2,24.6,No,No
10219,2012-04-06,CoffsHarbour,0.0,4.8,9.8,SSE,26.0,SW,E,17.0,15.0,61.0,51.0,1021.1,1018.0,2.0,1.0,23.0,24.2,No,No
10220,2012-04-07,CoffsHarbour,0.0,4.0,8.4,NNE,28.0,SSW,NE,6.0,17.0,62.0,62.0,1017.6,1014.9,3.0,3.0,22.1,25.5,No,No
10221,2012-04-08,CoffsHarbour,0.0,3.4,8.5,NNW,43.0,WSW,NE,7.0,30.0,79.0,56.0,1020.2,1016.1,5.0,1.0,23.2,25.5,No,No
10222,2012-04-09,CoffsHarbour,0.0,4.2,7.0,NNW,48.0,NNW,SE,17.0,22.0,60.0,74.0,1014.7,1013.5,2.0,6.0,24.5,23.6,No,Yes
10223,2012-04-10,CoffsHarbour,4.4,4.8,10.8,S,54.0,SSW,SSW,37.0,35.0,52.0,32.0,1020.5,1021.5,1.0,2.0,18.4,19.9,Yes,No
10224,2012-04-11,CoffsHarbour,0.0,7.0,8.6,SW,52.0,SW,S,37.0,35.0,54.0,59.0,1027.1,1026.6,4.0,6.0,18.5,19.8,No,Yes
10225,2012-04-12,CoffsHarbour,3.8,4.4,6.8,S,54.0,SW,SW,20.0,19.0,66.0,70.0,1030.7,1029.0,4.0,4.0,18.1,19.8,Yes,No
10226,2012-04-13,CoffsHarbour,1.0,3.0,6.2,SSW,33.0,SW,SSE,22.0,20.0,66.0,61.0,1030.7,1028.3,3.0,4.0,20.7,22.9,No,Yes
10227,2012-04-14,CoffsHarbour,2.8,2.8,4.6,WSW,35.0,WSW,WSW,13.0,17.0,94.0,71.0,1028.8,1024.5,7.0,7.0,18.3,22.2,Yes,Yes
10228,2012-04-15,CoffsHarbour,14.4,2.4,2.8,ESE,24.0,WSW,E,13.0,7.0,91.0,71.0,1025.2,1022.0,7.0,7.0,20.1,22.7,Yes,No
10229,2012-04-16,CoffsHarbour,0.4,2.2,7.0,S,31.0,SW,ESE,19.0,9.0,74.0,78.0,1022.0,1018.3,4.0,7.0,22.4,22.5,No,Yes
10230,2012-04-17,CoffsHarbour,18.4,4.2,0.0,S,35.0,WSW,WSW,13.0,13.0,94.0,91.0,1020.0,1017.1,8.0,8.0,18.3,19.4,Yes,Yes
10231,2012-04-18,CoffsHarbour,45.8,1.8,4.3,WSW,30.0,SW,S,13.0,11.0,88.0,72.0,1018.5,1016.1,7.0,7.0,18.2,22.5,Yes,Yes
10232,2012-04-19,CoffsHarbour,19.6,0.8,4.1,WSW,37.0,SW,WSW,24.0,15.0,80.0,75.0,1017.3,1013.4,6.0,6.0,21.0,23.6,Yes,Yes
10233,2012-04-20,CoffsHarbour,6.4,2.0,3.2,ENE,37.0,NW,NNE,15.0,26.0,80.0,77.0,1016.7,1014.8,7.0,7.0,22.6,23.9,Yes,Yes
10235,2012-04-22,CoffsHarbour,0.0,2.6,7.7,E,26.0,NW,NE,4.0,15.0,76.0,80.0,1015.6,1012.9,6.0,7.0,21.9,23.8,No,No
10236,2012-04-23,CoffsHarbour,0.0,1.8,8.0,SSW,43.0,NNW,NE,6.0,26.0,71.0,77.0,1014.3,1011.3,4.0,7.0,24.5,25.3,No,Yes
10237,2012-04-24,CoffsHarbour,17.2,4.6,0.2,NW,37.0,,NNW,0.0,26.0,95.0,81.0,1014.7,1010.9,7.0,7.0,18.4,20.2,Yes,Yes
10241,2012-04-28,CoffsHarbour,6.2,1.0,0.2,SW,28.0,W,SW,9.0,15.0,94.0,91.0,1022.0,1019.2,8.0,8.0,16.8,17.8,Yes,Yes
10242,2012-04-29,CoffsHarbour,10.0,1.4,4.3,SSW,56.0,SW,SSW,28.0,30.0,76.0,69.0,1017.7,1017.0,6.0,6.0,18.6,21.5,Yes,Yes
10243,2012-04-30,CoffsHarbour,14.0,3.6,5.5,S,43.0,WSW,S,17.0,30.0,66.0,64.0,1025.6,1024.1,7.0,4.0,17.7,19.9,Yes,Yes
10244,2012-05-01,CoffsHarbour,4.6,2.8,2.3,W,28.0,W,ESE,13.0,6.0,79.0,61.0,1027.5,1024.7,7.0,7.0,17.4,20.4,Yes,Yes
10245,2012-05-02,CoffsHarbour,1.2,1.6,5.5,NE,30.0,NW,NW,13.0,15.0,73.0,78.0,1024.6,1021.0,4.0,6.0,20.0,20.0,Yes,No
10246,2012-05-03,CoffsHarbour,0.6,2.2,3.6,ENE,28.0,NNW,E,11.0,7.0,69.0,75.0,1019.8,1016.7,7.0,7.0,20.7,21.4,No,Yes
10247,2012-05-04,CoffsHarbour,6.8,1.2,4.3,S,37.0,WSW,S,17.0,20.0,91.0,66.0,1018.4,1015.7,6.0,7.0,17.5,21.2,Yes,No
10248,2012-05-05,CoffsHarbour,0.0,2.8,10.0,SW,37.0,SW,S,26.0,17.0,63.0,41.0,1014.5,1012.4,1.0,1.0,18.9,21.9,No,No
10249,2012-05-06,CoffsHarbour,0.0,3.2,10.4,SW,28.0,W,E,7.0,11.0,65.0,36.0,1017.8,1014.7,1.0,1.0,17.4,21.5,No,No
10250,2012-05-07,CoffsHarbour,0.0,3.2,7.9,S,19.0,W,SE,2.0,11.0,86.0,54.0,1018.2,1015.3,7.0,2.0,14.8,20.5,No,No
10251,2012-05-08,CoffsHarbour,0.0,1.8,10.4,SW,30.0,SW,SE,15.0,9.0,69.0,49.0,1018.7,1017.0,1.0,0.0,17.9,20.9,No,No
10252,2012-05-09,CoffsHarbour,0.0,2.8,10.2,ESE,17.0,SW,NE,6.0,7.0,70.0,48.0,1022.1,1020.4,0.0,0.0,18.1,22.9,No,No
10253,2012-05-10,CoffsHarbour,0.0,2.0,10.2,NW,19.0,,NE,0.0,13.0,62.0,51.0,1023.5,1020.6,0.0,0.0,19.2,22.5,No,No
10254,2012-05-11,CoffsHarbour,0.0,2.0,10.2,NNE,24.0,NW,NE,11.0,17.0,63.0,61.0,1021.4,1016.9,0.0,1.0,20.4,24.0,No,No
10255,2012-05-12,CoffsHarbour,0.0,2.0,8.9,SSW,54.0,SW,N,7.0,9.0,59.0,65.0,1016.6,1013.2,1.0,5.0,20.3,22.5,No,Yes
10256,2012-05-13,CoffsHarbour,4.6,2.2,10.1,W,33.0,WSW,E,13.0,13.0,53.0,37.0,1014.9,1012.0,0.0,0.0,15.6,20.1,Yes,No
10257,2012-05-14,CoffsHarbour,0.0,3.2,9.8,SW,37.0,SW,SW,19.0,22.0,45.0,29.0,1020.3,1019.5,1.0,1.0,14.8,18.4,No,No
10258,2012-05-15,CoffsHarbour,0.0,3.2,10.1,S,31.0,WSW,S,19.0,20.0,52.0,35.0,1022.8,1020.5,1.0,1.0,15.7,19.9,No,No
10259,2012-05-16,CoffsHarbour,0.0,2.8,7.2,SW,37.0,SW,SSW,17.0,19.0,59.0,56.0,1023.6,1021.9,1.0,6.0,16.0,19.6,No,Yes
10260,2012-05-17,CoffsHarbour,2.8,2.2,8.6,SW,28.0,WSW,SE,13.0,13.0,78.0,65.0,1024.5,1022.1,1.0,1.0,17.0,19.4,Yes,No
10261,2012-05-18,CoffsHarbour,0.0,2.0,9.7,SE,19.0,W,E,7.0,11.0,74.0,54.0,1025.1,1022.0,1.0,1.0,17.9,20.7,No,No
10262,2012-05-19,CoffsHarbour,0.0,2.2,9.7,ENE,19.0,SW,ENE,2.0,13.0,74.0,52.0,1023.9,1020.9,5.0,3.0,16.5,21.2,No,No
10263,2012-05-20,CoffsHarbour,0.0,1.6,9.5,S,28.0,SW,S,4.0,17.0,69.0,41.0,1024.3,1022.0,1.0,1.0,17.0,20.7,No,No
10264,2012-05-21,CoffsHarbour,0.0,3.0,8.5,SW,22.0,SW,NE,11.0,13.0,74.0,61.0,1025.4,1022.6,2.0,2.0,16.5,20.6,No,No
10265,2012-05-22,CoffsHarbour,0.0,1.4,8.5,NNW,26.0,NW,SE,9.0,13.0,56.0,50.0,1024.9,1022.1,1.0,2.0,20.1,21.6,No,No
10267,2012-05-24,CoffsHarbour,0.0,2.0,7.4,N,48.0,NNW,N,13.0,24.0,68.0,55.0,1023.7,1020.2,6.0,7.0,20.1,22.3,No,No
10268,2012-05-25,CoffsHarbour,0.2,2.2,0.0,NNW,41.0,N,N,28.0,17.0,81.0,73.0,1016.4,1011.5,8.0,8.0,18.6,19.1,No,No
10269,2012-05-26,CoffsHarbour,1.0,1.2,10.0,SW,30.0,NW,NNE,6.0,20.0,54.0,40.0,1017.0,1013.8,1.0,0.0,14.8,18.0,No,No
10270,2012-05-27,CoffsHarbour,0.0,2.2,9.8,SSW,33.0,SW,S,15.0,19.0,54.0,45.0,1019.3,1017.7,1.0,2.0,14.9,18.4,No,No
10271,2012-05-28,CoffsHarbour,0.0,2.6,7.0,SSW,52.0,SW,SSW,30.0,37.0,61.0,64.0,1023.2,1022.1,1.0,7.0,16.5,18.1,No,No
10272,2012-05-29,CoffsHarbour,1.0,3.4,5.9,SSW,44.0,SW,SSW,26.0,20.0,66.0,81.0,1028.3,1027.9,5.0,7.0,16.5,17.2,No,Yes
10273,2012-05-30,CoffsHarbour,20.4,2.6,1.0,WSW,39.0,WSW,SW,24.0,20.0,83.0,84.0,1032.2,1030.0,7.0,6.0,14.8,16.4,Yes,Yes
10275,2012-06-01,CoffsHarbour,1.0,0.4,6.9,SSW,28.0,SW,S,17.0,13.0,81.0,67.0,1028.0,1024.2,5.0,7.0,16.8,19.7,No,No
10276,2012-06-02,CoffsHarbour,0.0,2.2,0.1,WSW,17.0,NW,S,4.0,11.0,89.0,74.0,1021.7,1017.6,7.0,7.0,15.1,18.5,No,Yes
10277,2012-06-03,CoffsHarbour,1.6,1.0,0.7,WNW,17.0,WNW,NE,7.0,7.0,97.0,89.0,1013.8,1008.3,8.0,6.0,16.2,19.7,Yes,Yes
10278,2012-06-04,CoffsHarbour,15.0,1.8,8.4,NW,26.0,WNW,NNW,4.0,6.0,78.0,63.0,1005.3,1001.6,1.0,5.0,17.7,21.1,Yes,No
10279,2012-06-05,CoffsHarbour,0.0,2.2,7.8,W,43.0,NW,SW,11.0,9.0,48.0,47.0,1004.3,1001.4,1.0,6.0,13.6,15.2,No,No
10280,2012-06-06,CoffsHarbour,0.0,2.2,7.0,SW,67.0,SW,SSW,39.0,39.0,58.0,65.0,1010.6,1012.9,5.0,6.0,16.5,16.1,No,No
10281,2012-06-07,CoffsHarbour,0.0,3.0,8.5,SW,48.0,SW,S,31.0,28.0,56.0,50.0,1020.0,1019.3,4.0,2.0,15.4,17.9,No,No
10282,2012-06-08,CoffsHarbour,0.0,2.6,9.5,WSW,33.0,SW,S,20.0,20.0,56.0,51.0,1024.7,1022.9,1.0,1.0,15.2,17.8,No,No
10283,2012-06-09,CoffsHarbour,0.0,2.2,9.0,SW,33.0,SW,S,13.0,13.0,66.0,70.0,1025.5,1023.4,1.0,1.0,14.2,17.8,No,No
